 (1.6326e-04+4.0452e-03j) &  (1.6326e-04+4.0452e-03j) &  (1.6326e-04+4.0452e-03j) \\
 (1.9544e-02+1.2711e-01j) &  (1.9544e-02+1.2711e-01j) &  (1.9544e-02+1.2711e-01j) \\
 (1.9340e-02+1.6077e-01j) &  (1.9340e-02+1.6077e-01j) &  (1.9340e-02+1.6077e-01j) \\
 (1.9975e-02+1.9997e-01j) &  (1.9975e-02+1.9997e-01j) &  (1.9975e-02+1.9997e-01j) \\
 (2.6873e-03+5.6106e-02j) &  (2.6873e-03+5.6106e-02j) &  (2.6873e-03+5.6106e-02j) \\
 (9.2650e-04+1.6891e-02j) &  (9.2650e-04+1.6891e-02j) &  (9.2650e-04+1.6891e-02j) \\
 (2.8007e-02+3.1436e-01j) &  (2.8007e-02+3.1436e-01j) &  (2.8007e-02+3.1436e-01j) \\
 (2.8007e-02+3.1436e-01j) &  (2.8007e-02+6.8370e-01j) &  (2.8007e-02+6.8370e-01j) \\
 (2.8007e-02+3.1436e-01j) &  (2.8007e-02+6.8370e-01j) &  (1.1814e-01+2.3414e+00j) \\
